customer_id,gender,senior_citizen,tenure_months,contract,payment_method,monthly_charges,total_charges,internet_service,online_security,tech_support,churn
CUST-0293,Male,0,5,Month-to-month,Mailed check,48.56,264.28,DSL,Yes,Yes,Yes
CUST-0294,Male,0,61,Month-to-month,Mailed check,99.97,6231.37,Fiber optic,Yes,Yes,Yes
CUST-0295,Female,1,20,Two year,Electronic check,70.87,1157.19,No,No internet,No internet,No
CUST-0296,Female,1,22,Month-to-month,Credit card,101.11,1911.16,No,Yes,No,Yes
CUST-0297,Male,0,8,Two year,Credit card,56.33,413.28,Fiber optic,No,No,Yes
CUST-0298,Male,0,26,One year,Mailed check,53.1,1451.34,No,No,No,No
CUST-0299,Female,1,19,One year,Bank transfer,21.94,374.38,Fiber optic,Yes,No internet,No
CUST-0300,Male,0,19,Two year,Credit card,43.39,709.15,DSL,Yes,No,No
CUST-0301,Female,0,31,One year,Mailed check,54.02,1769.7,Fiber optic,Yes,No,No
CUST-0302,Female,0,55,One year,Credit card,105.45,4648.3,Fiber optic,No,No,No
CUST-0303,Female,0,29,Two year,Mailed check,58.36,1603.62,DSL,No,Yes,No
CUST-0304,Female,0,19,Two year,Electronic check,82.89,1620.35,No,No,No internet,No
CUST-0305,Female,0,37,Month-to-month,Bank transfer,112.7,4147.12,Fiber optic,Yes,No internet,Yes
CUST-0306,Male,0,48,Month-to-month,Credit card,41.03,1909.9,Fiber optic,No,No,No
CUST-0307,Female,0,39,Month-to-month,Mailed check,32.88,1390.4,Fiber optic,No,No internet,No
CUST-0308,Female,0,14,One year,Mailed check,24.7,335.39,No,Yes,No,No
CUST-0309,Female,0,43,Month-to-month,Electronic check,20.71,931.33,Fiber optic,No internet,No,No
CUST-0310,Male,1,33,Two year,Electronic check,113.31,3968.08,No,No,Yes,No
CUST-0311,Male,0,46,One year,Electronic check,84.26,4088.95,Fiber optic,Yes,No,No
CUST-0312,Male,1,22,One year,Electronic check,113.48,2622.6,Fiber optic,Yes,Yes,No
CUST-0313,Female,0,61,Month-to-month,Mailed check,43.99,2213.83,No,No,No,No
CUST-0314,Male,0,57,Month-to-month,Bank transfer,103.12,6054.35,DSL,Yes,Yes,Yes
CUST-0315,Male,1,3,Month-to-month,Electronic check,36.68,108.06,No,Yes,No internet,No
CUST-0316,Male,0,38,One year,Bank transfer,50.97,2048.47,Fiber optic,No,Yes,No
CUST-0317,Female,0,10,Month-to-month,Credit card,83.61,782.81,DSL,No internet,Yes,No
CUST-0318,Male,0,21,Month-to-month,Credit card,84.6,1501.55,DSL,Yes,No,No
CUST-0319,Female,1,69,One year,Mailed check,112.99,7368.6,DSL,No internet,No internet,No
CUST-0320,Male,0,16,Month-to-month,Bank transfer,48.37,720.5,Fiber optic,Yes,No internet,No
CUST-0321,Female,1,23,One year,Electronic check,27.44,600.26,Fiber optic,No,No,No
CUST-0322,Male,0,32,Month-to-month,Bank transfer,66.01,1878.49,DSL,Yes,No internet,Yes
CUST-0323,Male,0,52,One year,Mailed check,65.23,2757.5,Fiber optic,Yes,No internet,No
CUST-0324,Male,0,53,Two year,Mailed check,119.62,5435.56,Fiber optic,No internet,No,No
CUST-0325,Female,0,37,Two year,Bank transfer,60.8,1928.77,DSL,No,No,No
CUST-0326,Female,0,63,One year,Credit card,69.19,4512.77,DSL,No,Yes,No
CUST-0327,Female,0,71,Two year,Electronic check,75.41,5130.01,DSL,No internet,No,No
CUST-0328,Female,0,58,Two year,Bank transfer,33.26,1991.59,Fiber optic,Yes,No,No
CUST-0329,Female,0,32,One year,Bank transfer,30.4,1059.1,Fiber optic,No,No,No
CUST-0330,Male,0,38,Month-to-month,Bank transfer,82.92,3181.82,Fiber optic,Yes,Yes,No
CUST-0331,Female,0,13,Two year,Credit card,54.63,740.25,Fiber optic,No,No,No
CUST-0332,Female,0,29,Month-to-month,Bank transfer,60.96,1827.99,Fiber optic,No,No,No
CUST-0333,Female,0,26,Two year,Bank transfer,31.31,836.22,DSL,Yes,No,No
CUST-0334,Female,1,38,Two year,Bank transfer,56.9,1817.66,DSL,Yes,No,No
CUST-0335,Male,0,31,Month-to-month,Mailed check,114.36,3796.02,Fiber optic,Yes,Yes,No
CUST-0336,Male,0,17,Two year,Mailed check,111.23,2049.41,No,No internet,No internet,Yes
CUST-0337,Male,0,4,One year,Electronic check,54.32,210.43,No,No,Yes,Yes
CUST-0338,Female,0,55,Month-to-month,Mailed check,95.37,5719.71,Fiber optic,No internet,Yes,No
CUST-0339,Male,0,39,Two year,Mailed check,36.29,1477.19,No,No,No,No
CUST-0340,Male,0,36,Two year,Mailed check,118.3,4588.83,Fiber optic,No,No,No
CUST-0341,Male,0,37,Month-to-month,Credit card,58.62,2050.64,Fiber optic,Yes,No,No
CUST-0342,Male,0,30,Month-to-month,Bank transfer,96.36,3173.46,No,No,No internet,No
CUST-0343,Male,1,57,One year,Mailed check,48.35,2988.9,DSL,No,Yes,No
CUST-0344,Female,0,3,Month-to-month,Mailed check,68.75,187.53,DSL,No internet,Yes,No
CUST-0345,Male,1,20,Month-to-month,Bank transfer,91.39,1725.45,Fiber optic,Yes,Yes,Yes
CUST-0346,Female,1,24,Two year,Credit card,23.93,572.29,Fiber optic,No,No,No
CUST-0347,Female,0,51,Month-to-month,Credit card,41.46,2159.81,No,No internet,No,Yes
CUST-0348,Male,0,46,Two year,Credit card,98.36,4871.12,Fiber optic,No internet,No,Yes
CUST-0349,Male,0,17,One year,Bank transfer,46.78,744.75,DSL,Yes,No,No
CUST-0350,Male,1,26,Month-to-month,Credit card,87.88,1948.6,DSL,No,No,No
CUST-0351,Male,0,66,Month-to-month,Bank transfer,57.32,3586.3,Fiber optic,No,Yes,No
CUST-0352,Male,0,42,Month-to-month,Electronic check,46.3,1651.13,Fiber optic,No,No,No
CUST-0353,Female,0,61,One year,Mailed check,88.74,4858.97,Fiber optic,No,Yes,Yes
CUST-0354,Female,0,47,One year,Electronic check,93.89,4606.04,DSL,No,Yes,Yes
CUST-0355,Female,0,54,Month-to-month,Electronic check,56.36,2632.71,Fiber optic,No,No,No
CUST-0356,Male,0,1,Two year,Credit card,68.53,66.0,Fiber optic,Yes,No,No
CUST-0357,Male,0,28,Month-to-month,Mailed check,66.92,1705.71,Fiber optic,Yes,No,Yes
CUST-0358,Male,0,58,Month-to-month,Credit card,22.3,1382.68,DSL,No,Yes,Yes
CUST-0359,Male,0,14,One year,Electronic check,115.56,1669.01,No,Yes,No internet,No
CUST-0360,Male,1,38,One year,Mailed check,107.13,4476.7,DSL,No,No,No
CUST-0361,Female,0,57,Month-to-month,Mailed check,110.14,6072.24,Fiber optic,Yes,No,No
CUST-0362,Female,0,31,Two year,Electronic check,71.27,2031.46,No,No,No,No
CUST-0363,Female,0,34,One year,Electronic check,28.11,970.01,No,No internet,No internet,No
CUST-0364,Female,0,63,Month-to-month,Electronic check,53.68,3283.24,No,Yes,No,No
CUST-0365,Female,1,52,One year,Credit card,117.15,5378.28,DSL,No internet,No,No
CUST-0366,Female,0,20,Month-to-month,Credit card,69.38,1510.38,Fiber optic,No,No,No
CUST-0367,Female,0,9,One year,Credit card,115.91,1125.94,No,No,Yes,No
CUST-0368,Female,0,21,Month-to-month,Credit card,42.46,847.13,Fiber optic,No,No,No
CUST-0369,Male,0,2,One year,Mailed check,61.79,126.61,No,No,Yes,No
CUST-0370,Male,0,26,One year,Electronic check,105.56,2632.61,DSL,No,No internet,No
CUST-0371,Female,0,37,Month-to-month,Electronic check,92.06,3236.22,No,Yes,No,No
CUST-0372,Male,1,56,Month-to-month,Bank transfer,94.63,4252.71,No,No,No,Yes
CUST-0373,Male,0,21,One year,Mailed check,87.6,1861.12,No,No,No,No
CUST-0374,Male,0,41,Two year,Credit card,92.49,4051.58,DSL,No internet,Yes,Yes
CUST-0375,Male,0,40,Month-to-month,Credit card,98.65,3526.79,Fiber optic,No internet,No internet,No
CUST-0376,Female,0,53,Month-to-month,Credit card,110.19,5367.94,Fiber optic,No internet,No,Yes
CUST-0377,Female,0,56,One year,Electronic check,35.72,2014.7,Fiber optic,No internet,No,No
CUST-0378,Male,1,45,One year,Mailed check,52.56,2590.08,Fiber optic,Yes,Yes,No
CUST-0379,Male,0,16,Month-to-month,Credit card,55.58,768.22,Fiber optic,No,No,No
CUST-0380,Male,0,50,Month-to-month,Electronic check,27.32,1425.69,Fiber optic,No,No,No
CUST-0381,Female,0,7,One year,Credit card,104.18,648.83,Fiber optic,No internet,No,Yes
CUST-0382,Female,1,32,One year,Electronic check,108.28,3320.62,No,Yes,Yes,No
CUST-0383,Female,0,3,Month-to-month,Bank transfer,77.96,226.08,DSL,No,No,No
CUST-0384,Male,0,29,Month-to-month,Bank transfer,108.11,2749.56,Fiber optic,No,No,No
CUST-0385,Male,0,33,Month-to-month,Bank transfer,23.35,745.98,DSL,No,Yes,No
CUST-0386,Female,0,9,Month-to-month,Bank transfer,56.68,444.38,DSL,No internet,No,Yes
CUST-0387,Male,1,51,One year,Mailed check,113.08,4622.92,DSL,No,No internet,No
CUST-0388,Female,1,60,One year,Electronic check,34.11,1637.76,No,Yes,No,No
CUST-0389,Male,0,14,Month-to-month,Electronic check,87.42,1028.11,Fiber optic,Yes,Yes,No
CUST-0390,Female,0,42,One year,Mailed check,35.83,1514.54,Fiber optic,Yes,No internet,Yes
CUST-0391,Male,0,70,One year,Electronic check,21.45,1237.66,No,No,No,No
CUST-0392,Male,0,57,One year,Mailed check,53.87,2889.41,DSL,No,No,No
CUST-0393,Male,0,46,Two year,Bank transfer,71.82,3094.43,No,No,No,Yes
CUST-0394,Female,0,13,Month-to-month,Bank transfer,78.14,979.94,Fiber optic,Yes,No internet,Yes
CUST-0395,Male,1,55,One year,Electronic check,38.66,1872.86,DSL,No,No internet,No
CUST-0396,Male,0,30,One year,Electronic check,104.44,2731.42,Fiber optic,No,No,No
CUST-0397,Male,0,2,Two year,Bank transfer,110.59,214.55,Fiber optic,No,No internet,Yes
CUST-0398,Female,0,35,Month-to-month,Credit card,63.69,2045.72,DSL,No,No,No
CUST-0399,Female,0,3,One year,Electronic check,89.19,244.81,DSL,No,No internet,No
CUST-0400,Female,0,51,Two year,Bank transfer,23.33,1277.68,No,No,Yes,Yes
CUST-0401,Female,0,55,Month-to-month,Credit card,33.64,1589.33,Fiber optic,No,No internet,Yes
CUST-0402,Male,1,18,Two year,Bank transfer,49.78,878.04,Fiber optic,No internet,Yes,No
CUST-0403,Female,0,52,Month-to-month,Credit card,58.86,2830.54,Fiber optic,No,No,No
CUST-0404,Male,0,18,Month-to-month,Electronic check,60.02,913.06,Fiber optic,No internet,No,No
CUST-0405,Male,0,9,Month-to-month,Electronic check,61.54,510.87,Fiber optic,Yes,No,Yes
CUST-0406,Male,0,25,Two year,Electronic check,28.76,748.98,Fiber optic,No,No,No
CUST-0407,Female,1,26,Month-to-month,Mailed check,31.38,753.29,DSL,No internet,Yes,No
CUST-0408,Female,0,1,Month-to-month,Electronic check,82.85,68.64,No,Yes,No,Yes
CUST-0409,Male,0,19,One year,Mailed check,78.53,1354.5,No,Yes,No,No
CUST-0410,Female,0,45,One year,Mailed check,92.89,4512.67,Fiber optic,Yes,No internet,No
CUST-0411,Female,0,66,Two year,Credit card,119.97,6914.17,No,No internet,Yes,No
CUST-0412,Male,0,55,Month-to-month,Electronic check,23.28,1185.78,DSL,No internet,No,No
CUST-0413,Male,0,49,Two year,Bank transfer,95.75,4783.29,Fiber optic,Yes,No,No
CUST-0414,Male,0,10,Month-to-month,Mailed check,103.9,923.98,No,No,No,No
CUST-0415,Female,0,66,Month-to-month,Mailed check,40.95,2531.35,Fiber optic,Yes,No internet,No
CUST-0416,Male,0,23,Month-to-month,Mailed check,95.65,1929.82,Fiber optic,No,Yes,No
CUST-0417,Male,1,66,Two year,Credit card,47.2,3167.79,Fiber optic,No,No,No
CUST-0418,Female,0,34,Two year,Bank transfer,42.76,1391.81,DSL,Yes,No,No
CUST-0419,Male,0,3,Month-to-month,Mailed check,105.51,286.12,DSL,No,No,No
CUST-0420,Female,0,62,Two year,Electronic check,47.14,2751.65,Fiber optic,No internet,No,No
CUST-0421,Male,0,1,Month-to-month,Credit card,38.32,38.05,Fiber optic,No,No internet,Yes
CUST-0422,Female,0,56,Month-to-month,Bank transfer,68.11,3432.78,Fiber optic,No,No,No
CUST-0423,Male,1,41,Month-to-month,Bank transfer,80.95,3237.83,DSL,Yes,Yes,Yes
CUST-0424,Female,0,36,One year,Electronic check,115.06,4220.46,Fiber optic,No,No internet,Yes
CUST-0425,Male,0,3,Month-to-month,Credit card,39.11,109.38,Fiber optic,Yes,No internet,No
CUST-0426,Female,0,71,Two year,Credit card,62.79,3830.58,Fiber optic,Yes,No,No
CUST-0427,Male,0,68,Month-to-month,Bank transfer,93.11,5525.2,Fiber optic,Yes,No,Yes
CUST-0428,Female,0,25,Month-to-month,Electronic check,30.79,676.37,Fiber optic,No,No,No
CUST-0429,Female,0,52,One year,Credit card,26.35,1259.04,DSL,No,No,No
CUST-0430,Male,0,6,One year,Electronic check,90.87,454.89,DSL,No,Yes,Yes
CUST-0431,Female,0,48,Month-to-month,Credit card,90.65,4133.05,Fiber optic,No,No,No
CUST-0432,Female,0,41,Two year,Bank transfer,29.13,962.45,Fiber optic,No,Yes,No
CUST-0433,Male,0,19,Month-to-month,Credit card,83.81,1411.57,DSL,Yes,Yes,Yes
CUST-0434,Female,0,10,Month-to-month,Bank transfer,34.93,304.69,No,No,No,No
CUST-0435,Female,0,62,Month-to-month,Bank transfer,55.07,3507.62,Fiber optic,Yes,No internet,No
CUST-0436,Male,0,37,Month-to-month,Bank transfer,86.41,2802.4,DSL,Yes,No,Yes
CUST-0437,Male,0,37,Two year,Credit card,93.16,3137.04,Fiber optic,No internet,No internet,Yes
CUST-0438,Female,1,34,Month-to-month,Bank transfer,109.78,3377.81,Fiber optic,No,Yes,No
CUST-0439,Male,0,21,One year,Electronic check,52.43,917.5,DSL,Yes,Yes,No
CUST-0440,Male,0,56,Month-to-month,Bank transfer,61.17,3082.57,No,No,No internet,No
CUST-0441,Male,1,18,Month-to-month,Electronic check,44.72,884.51,DSL,Yes,No,Yes
CUST-0442,Male,0,59,One year,Electronic check,22.2,1368.82,Fiber optic,No,No,Yes
CUST-0443,Female,0,71,Month-to-month,Electronic check,108.57,7668.14,Fiber optic,Yes,Yes,Yes
CUST-0444,Female,1,7,Two year,Mailed check,52.94,361.81,DSL,No,No internet,No
CUST-0445,Female,0,50,One year,Credit card,29.33,1402.36,Fiber optic,Yes,Yes,No
CUST-0446,Female,0,9,One year,Bank transfer,44.03,331.84,Fiber optic,No,No,No
CUST-0447,Male,0,26,Month-to-month,Mailed check,80.51,1923.13,No,No,Yes,Yes
CUST-0448,Female,0,24,Month-to-month,Electronic check,64.12,1261.11,No,No,No,No
CUST-0449,Female,1,70,Month-to-month,Bank transfer,32.67,2218.04,DSL,No,No,No
CUST-0450,Male,0,48,One year,Mailed check,37.98,1714.25,DSL,No,No,No
CUST-0451,Female,0,14,Two year,Bank transfer,103.41,1370.88,No,No,No,No
CUST-0452,Female,0,64,Two year,Mailed check,56.18,2887.58,No,No internet,No,No
CUST-0453,Male,0,51,Month-to-month,Mailed check,63.7,2985.77,DSL,Yes,No,No
CUST-0454,Male,0,18,Month-to-month,Credit card,78.71,1161.77,Fiber optic,Yes,No,No
CUST-0455,Female,0,7,One year,Mailed check,116.96,838.27,Fiber optic,Yes,No internet,Yes
CUST-0456,Male,0,69,Month-to-month,Mailed check,113.15,7612.17,DSL,Yes,No,No
CUST-0457,Male,0,38,One year,Credit card,54.41,2272.56,No,No,Yes,No
CUST-0458,Male,0,41,Month-to-month,Mailed check,77.18,2772.29,DSL,Yes,No internet,Yes
CUST-0459,Male,1,32,Two year,Credit card,23.04,747.47,Fiber optic,Yes,No,Yes
CUST-0460,Female,0,62,One year,Mailed check,25.3,1510.37,No,No,Yes,No
CUST-0461,Female,0,7,Two year,Electronic check,83.62,596.58,DSL,No internet,Yes,No
CUST-0462,Female,0,45,Two year,Bank transfer,47.04,2203.72,Fiber optic,Yes,Yes,No
CUST-0463,Male,0,44,Month-to-month,Mailed check,64.36,2410.83,Fiber optic,No,No internet,No
CUST-0464,Female,0,45,Month-to-month,Credit card,112.78,5479.28,Fiber optic,Yes,Yes,No
CUST-0465,Female,0,61,Month-to-month,Credit card,66.87,4411.81,Fiber optic,Yes,No,Yes
CUST-0466,Male,0,51,Month-to-month,Electronic check,48.06,2675.75,Fiber optic,No internet,Yes,Yes
CUST-0467,Female,0,51,One year,Electronic check,91.26,4684.09,No,No,No internet,No
CUST-0468,Female,0,51,Month-to-month,Electronic check,99.38,5060.31,Fiber optic,No,No,Yes
CUST-0469,Male,0,25,Two year,Credit card,21.8,527.08,DSL,No internet,No,No
CUST-0470,Female,0,24,Two year,Credit card,32.76,831.68,No,No internet,Yes,No
CUST-0471,Female,0,15,Two year,Bank transfer,55.75,685.53,Fiber optic,Yes,Yes,No
CUST-0472,Male,0,53,Month-to-month,Mailed check,116.54,6208.45,Fiber optic,No,Yes,No
CUST-0473,Male,0,41,Month-to-month,Electronic check,48.69,1757.88,DSL,No,Yes,No
CUST-0474,Male,0,26,Month-to-month,Bank transfer,51.27,1108.77,Fiber optic,No,No,Yes
CUST-0475,Male,0,3,Two year,Bank transfer,20.95,57.88,Fiber optic,No,No,No
CUST-0476,Female,0,3,Month-to-month,Credit card,69.71,214.53,Fiber optic,Yes,No,No
CUST-0477,Male,0,20,Month-to-month,Credit card,52.93,981.39,No,No,No,No
CUST-0478,Male,0,46,Month-to-month,Credit card,119.6,4698.37,Fiber optic,Yes,No internet,No
CUST-0479,Male,0,19,Month-to-month,Bank transfer,44.01,893.37,Fiber optic,No internet,No,No
CUST-0480,Male,0,11,One year,Electronic check,102.72,1048.0,Fiber optic,No,Yes,Yes
CUST-0481,Female,0,60,Month-to-month,Mailed check,85.12,5262.41,Fiber optic,No,No internet,No
CUST-0482,Male,0,16,Two year,Credit card,68.51,1197.15,No,Yes,Yes,Yes
CUST-0483,Male,0,23,Month-to-month,Bank transfer,26.36,525.23,DSL,No,No,No
CUST-0484,Female,0,28,Month-to-month,Mailed check,110.44,3400.53,Fiber optic,No,No,No
CUST-0485,Male,0,39,Month-to-month,Mailed check,62.8,2443.04,Fiber optic,No internet,No,Yes
CUST-0486,Male,0,10,One year,Bank transfer,98.44,978.93,Fiber optic,Yes,No,No
CUST-0487,Male,0,60,One year,Electronic check,103.29,6338.8,DSL,No internet,No internet,No
CUST-0488,Male,0,21,One year,Credit card,92.67,2107.17,DSL,No,No,No
CUST-0489,Male,0,64,Two year,Electronic check,48.17,2910.86,DSL,Yes,Yes,No
CUST-0490,Male,0,15,Month-to-month,Electronic check,71.65,1022.54,DSL,No,Yes,Yes
CUST-0491,Male,0,28,Two year,Bank transfer,105.46,2566.49,DSL,No,No,No
CUST-0492,Male,0,26,One year,Electronic check,27.01,567.35,No,No,Yes,No
CUST-0493,Female,0,64,Two year,Bank transfer,32.64,2281.37,DSL,No internet,No,No
CUST-0494,Male,0,29,One year,Mailed check,67.18,1848.37,No,Yes,Yes,No
CUST-0495,Female,0,52,Month-to-month,Bank transfer,22.31,1102.23,Fiber optic,No,Yes,No
CUST-0496,Male,0,20,Month-to-month,Bank transfer,96.79,1572.17,No,No,No,Yes
CUST-0497,Male,0,44,Month-to-month,Mailed check,95.94,3774.8,DSL,No internet,No,No
CUST-0498,Male,0,38,Month-to-month,Bank transfer,85.03,2903.83,Fiber optic,No,No,Yes
CUST-0499,Female,0,64,One year,Credit card,78.42,5400.61,DSL,No internet,Yes,Yes
CUST-0500,Female,1,18,Month-to-month,Mailed check,71.2,1406.78,Fiber optic,Yes,No internet,No
