date,product,category,region,quantity,unit_price,revenue
2023-10-14,Smoothie Mix,Food & Beverage,Southwest,22,33.21,730.62
2023-10-15,Dumbbells,Sports,West,46,49.56,2279.76
2023-10-15,Plant Pot Set,Home & Garden,Southeast,36,109.06,3926.16
2023-10-16,USB-C Hub,Electronics,Midwest,4,124.36,497.44
2023-10-17,Resistance Bands,Sports,Northeast,39,81.15,3164.85
2023-10-18,Sneakers,Clothing,West,42,138.07,5798.94
2023-10-18,Yoga Mat,Sports,Southeast,44,11.29,496.76
2023-10-19,Candle Set,Home & Garden,West,22,123.78,2723.16
2023-10-20,Smart Watch,Electronics,Southeast,9,98.76,888.84
2023-10-21,USB-C Hub,Electronics,Northeast,42,135.5,5691.0
2023-10-21,Denim Jeans,Clothing,Midwest,37,48.8,1805.6
2023-10-22,Jump Rope,Sports,Southeast,39,101.79,3969.81
2023-10-23,Wall Art,Home & Garden,Southeast,10,70.51,705.1
2023-10-23,Protein Bars,Food & Beverage,Northeast,35,131.04,4586.4
2023-10-24,Protein Bars,Food & Beverage,Midwest,22,8.43,185.46
2023-10-25,Water Bottle,Sports,Southwest,10,42.25,422.5
2023-10-26,Protein Bars,Food & Beverage,Midwest,25,148.23,3705.75
2023-10-26,Green Tea,Food & Beverage,Southwest,3,69.19,207.57
2023-10-27,Wireless Earbuds,Electronics,West,11,148.73,1636.03
2023-10-28,Sunscreen SPF50,Beauty,Southeast,4,110.03,440.12
2023-10-29,Granola,Food & Beverage,West,40,98.57,3942.8
2023-10-29,LED Desk Lamp,Home & Garden,Northeast,8,58.21,465.68
2023-10-30,Dumbbells,Sports,West,49,125.62,6155.38
2023-10-31,Granola,Food & Beverage,Southeast,27,97.82,2641.14
2023-10-31,Wall Art,Home & Garden,Southeast,3,32.6,97.8
2023-11-01,Resistance Bands,Sports,Southeast,38,85.88,3263.44
2023-11-02,Hair Oil,Beauty,Southeast,8,89.17,713.36
2023-11-03,Dumbbells,Sports,Northeast,13,97.07,1261.91
2023-11-03,Running Shoes,Clothing,West,16,5.18,82.88
2023-11-04,Water Bottle,Sports,West,16,60.47,967.52
2023-11-05,Candle Set,Home & Garden,West,20,139.42,2788.4
2023-11-06,Wireless Earbuds,Electronics,Southeast,30,80.54,2416.2
2023-11-06,USB-C Hub,Electronics,West,16,78.49,1255.84
2023-11-07,Sneakers,Clothing,Southeast,14,22.06,308.84
2023-11-08,Green Tea,Food & Beverage,Midwest,41,17.71,726.11
2023-11-09,Wireless Earbuds,Electronics,West,1,49.3,49.3
2023-11-09,Lip Balm,Beauty,Midwest,4,131.63,526.52
2023-11-10,Sunscreen SPF50,Beauty,Southwest,15,148.86,2232.9
2023-11-11,Resistance Bands,Sports,Southeast,12,139.94,1679.28
2023-11-11,Lip Balm,Beauty,Southeast,45,60.19,2708.55
2023-11-12,Sunscreen SPF50,Beauty,Northeast,16,35.74,571.84
2023-11-13,Coffee Beans,Food & Beverage,Midwest,2,27.3,54.6
2023-11-14,Polo Shirt,Clothing,Northeast,18,97.94,1762.92
2023-11-14,Running Shoes,Clothing,Northeast,33,138.8,4580.4
2023-11-15,Sheet Masks,Beauty,Northeast,3,143.16,429.48
2023-11-16,Smoothie Mix,Food & Beverage,Southeast,34,14.88,505.92
2023-11-17,Yoga Mat,Sports,West,15,144.65,2169.75
2023-11-17,Jump Rope,Sports,West,13,140.79,1830.27
2023-11-18,Sneakers,Clothing,Midwest,6,5.05,30.3
2023-11-19,Lip Balm,Beauty,Midwest,23,27.04,621.92
2023-11-19,Coffee Beans,Food & Beverage,Southeast,34,71.67,2436.78
2023-11-20,Sunscreen SPF50,Beauty,Northeast,31,105.78,3279.18
2023-11-21,LED Desk Lamp,Home & Garden,West,35,15.82,553.7
2023-11-22,Sunscreen SPF50,Beauty,West,7,105.36,737.52
2023-11-22,Bluetooth Speaker,Electronics,Northeast,4,149.52,598.08
2023-11-23,Granola,Food & Beverage,West,29,95.46,2768.34
2023-11-24,Lip Balm,Beauty,Southwest,37,133.56,4941.72
2023-11-25,Throw Blanket,Home & Garden,Southwest,28,74.84,2095.52
2023-11-25,Smoothie Mix,Food & Beverage,Southwest,2,24.4,48.8
2023-11-26,Sheet Masks,Beauty,Southwest,10,103.74,1037.4
2023-11-27,USB-C Hub,Electronics,Southwest,21,125.97,2645.37
2023-11-28,Smoothie Mix,Food & Beverage,West,18,14.37,258.66
2023-11-28,Tablet,Electronics,Southwest,49,84.45,4138.05
2023-11-29,Dumbbells,Sports,Southeast,26,23.44,609.44
2023-11-30,Jump Rope,Sports,Northeast,18,74.02,1332.36
2023-11-30,Granola,Food & Beverage,Southwest,29,71.62,2076.98
2023-12-01,Sneakers,Clothing,Northeast,49,143.52,7032.48
2023-12-02,Wireless Earbuds,Electronics,Southwest,1,122.29,122.29
2023-12-03,Smart Watch,Electronics,Midwest,40,71.91,2876.4
2023-12-03,Denim Jeans,Clothing,Northeast,22,97.32,2141.04
2023-12-04,Dumbbells,Sports,West,19,20.33,386.27
2023-12-05,USB-C Hub,Electronics,Northeast,8,11.04,88.32
2023-12-06,LED Desk Lamp,Home & Garden,Midwest,45,121.31,5458.95
2023-12-06,USB-C Hub,Electronics,Southeast,20,111.94,2238.8
2023-12-07,Hair Oil,Beauty,Midwest,11,145.76,1603.36
2023-12-08,Wall Art,Home & Garden,Southwest,43,64.76,2784.68
2023-12-08,Lip Balm,Beauty,West,38,16.98,645.24
2023-12-09,Wireless Earbuds,Electronics,Southeast,9,60.38,543.42
2023-12-10,LED Desk Lamp,Home & Garden,Northeast,36,94.18,3390.48
2023-12-11,Wireless Earbuds,Electronics,West,10,120.81,1208.1
2023-12-11,Plant Pot Set,Home & Garden,West,13,89.45,1162.85
2023-12-12,Denim Jeans,Clothing,Southeast,10,54.05,540.5
2023-12-13,Wireless Earbuds,Electronics,West,40,67.65,2706.0
2023-12-14,Running Shoes,Clothing,West,22,44.7,983.4
2023-12-14,Granola,Food & Beverage,Northeast,32,76.93,2461.76
2023-12-15,Coffee Beans,Food & Beverage,Northeast,32,50.95,1630.4
2023-12-16,Yoga Mat,Sports,Southwest,47,41.57,1953.79
2023-12-17,Sheet Masks,Beauty,West,8,113.49,907.92
2023-12-17,Throw Blanket,Home & Garden,Southwest,25,140.92,3523.0
2023-12-18,Green Tea,Food & Beverage,West,2,24.1,48.2
2023-12-19,Plant Pot Set,Home & Garden,West,31,75.82,2350.42
2023-12-19,Coffee Beans,Food & Beverage,Midwest,37,90.6,3352.2
2023-12-20,Sunscreen SPF50,Beauty,West,23,104.89,2412.47
2023-12-21,USB-C Hub,Electronics,Southeast,47,28.32,1331.04
2023-12-22,Bluetooth Speaker,Electronics,West,5,132.81,664.05
2023-12-22,Plant Pot Set,Home & Garden,Southeast,34,34.59,1176.06
2023-12-23,Coffee Beans,Food & Beverage,Southwest,27,104.74,2827.98
2023-12-24,Bluetooth Speaker,Electronics,Southeast,36,5.76,207.36
2023-12-25,Polo Shirt,Clothing,Northeast,17,6.6,112.2
2023-12-25,Sneakers,Clothing,Midwest,20,52.41,1048.2
2023-12-26,Sunscreen SPF50,Beauty,Southwest,37,23.08,853.96
2023-12-27,Jump Rope,Sports,Midwest,10,133.5,1335.0
2023-12-27,Sneakers,Clothing,Southwest,38,64.83,2463.54
2023-12-28,Polo Shirt,Clothing,West,45,18.48,831.6
2023-12-29,Coffee Beans,Food & Beverage,Southeast,24,20.1,482.4
2023-12-30,Jump Rope,Sports,Southeast,24,103.09,2474.16
2023-12-30,Wall Art,Home & Garden,Midwest,19,77.25,1467.75
2023-12-31,Sheet Masks,Beauty,Southwest,12,118.81,1425.72
2024-01-01,Water Bottle,Sports,Northeast,48,59.15,2839.2
2024-01-02,Smart Watch,Electronics,Midwest,49,91.74,4495.26
2024-01-02,LED Desk Lamp,Home & Garden,West,45,30.15,1356.75
2024-01-03,Water Bottle,Sports,West,15,64.44,966.6
2024-01-04,LED Desk Lamp,Home & Garden,Northeast,26,90.23,2345.98
2024-01-05,Dumbbells,Sports,Southwest,10,53.5,535.0
2024-01-05,LED Desk Lamp,Home & Garden,Southwest,30,125.6,3768.0
2024-01-06,Face Serum,Beauty,Midwest,45,118.47,5331.15
2024-01-07,Denim Jeans,Clothing,Southwest,46,37.7,1734.2
2024-01-07,Smoothie Mix,Food & Beverage,Southeast,20,121.38,2427.6
2024-01-08,Granola,Food & Beverage,Southeast,6,96.52,579.12
2024-01-09,LED Desk Lamp,Home & Garden,Northeast,24,110.78,2658.72
2024-01-10,Hair Oil,Beauty,West,44,24.63,1083.72
2024-01-10,Bluetooth Speaker,Electronics,West,21,15.0,315.0
2024-01-11,Polo Shirt,Clothing,West,7,40.81,285.67
2024-01-12,Lip Balm,Beauty,Southeast,16,58.83,941.28
2024-01-13,USB-C Hub,Electronics,Southwest,6,14.48,86.88
2024-01-13,Water Bottle,Sports,Midwest,20,94.86,1897.2
2024-01-14,USB-C Hub,Electronics,Midwest,4,50.7,202.8
2024-01-15,Lip Balm,Beauty,West,32,101.25,3240.0
2024-01-15,Green Tea,Food & Beverage,Northeast,26,65.73,1708.98
2024-01-16,Green Tea,Food & Beverage,Midwest,21,42.2,886.2
2024-01-17,Sneakers,Clothing,Midwest,24,54.05,1297.2
2024-01-18,USB-C Hub,Electronics,Northeast,12,55.68,668.16
2024-01-18,Smart Watch,Electronics,Northeast,4,65.61,262.44
2024-01-19,Face Serum,Beauty,Southwest,17,147.17,2501.89
2024-01-20,Polo Shirt,Clothing,Northeast,43,14.81,636.83
2024-01-21,Smart Watch,Electronics,Southeast,6,37.79,226.74
2024-01-21,Smart Watch,Electronics,Northeast,21,25.44,534.24
2024-01-22,Winter Jacket,Clothing,Midwest,34,129.99,4419.66
2024-01-23,Granola,Food & Beverage,West,24,119.11,2858.64
2024-01-24,Plant Pot Set,Home & Garden,Northeast,35,12.53,438.55
2024-01-24,Granola,Food & Beverage,West,26,52.88,1374.88
2024-01-25,Sheet Masks,Beauty,West,15,132.54,1988.1
2024-01-26,Sunscreen SPF50,Beauty,West,41,86.23,3535.43
2024-01-26,Running Shoes,Clothing,Midwest,2,14.45,28.9
2024-01-27,Yoga Mat,Sports,West,42,77.18,3241.56
2024-01-28,Tablet,Electronics,Midwest,43,117.46,5050.78
2024-01-29,Wall Art,Home & Garden,West,10,18.64,186.4
2024-01-29,Yoga Mat,Sports,Northeast,36,45.08,1622.88
2024-01-30,Lip Balm,Beauty,West,42,69.9,2935.8
2024-01-31,Denim Jeans,Clothing,Southeast,45,136.39,6137.55
2024-02-01,LED Desk Lamp,Home & Garden,Southwest,28,34.29,960.12
2024-02-01,Water Bottle,Sports,Midwest,37,68.85,2547.45
2024-02-02,Bluetooth Speaker,Electronics,Northeast,11,78.25,860.75
2024-02-03,Smoothie Mix,Food & Beverage,Southeast,21,110.15,2313.15
2024-02-03,Jump Rope,Sports,Midwest,38,147.07,5588.66
2024-02-04,Candle Set,Home & Garden,West,25,18.49,462.25
2024-02-05,Bluetooth Speaker,Electronics,Southwest,34,35.41,1203.94
2024-02-06,Candle Set,Home & Garden,West,28,129.44,3624.32
2024-02-06,Lip Balm,Beauty,West,6,107.99,647.94
2024-02-07,Tablet,Electronics,West,2,124.14,248.28
2024-02-08,USB-C Hub,Electronics,Midwest,24,76.66,1839.84
2024-02-09,Jump Rope,Sports,Southwest,30,30.2,906.0
2024-02-09,Resistance Bands,Sports,West,33,39.78,1312.74
2024-02-10,Running Shoes,Clothing,Midwest,47,32.73,1538.31
2024-02-11,Wireless Earbuds,Electronics,Midwest,5,121.9,609.5
2024-02-12,LED Desk Lamp,Home & Garden,Southeast,20,112.2,2244.0
2024-02-12,Denim Jeans,Clothing,Northeast,40,5.55,222.0
2024-02-13,Jump Rope,Sports,Midwest,1,126.37,126.37
2024-02-14,Resistance Bands,Sports,Southwest,25,36.25,906.25
2024-02-14,LED Desk Lamp,Home & Garden,West,46,115.09,5294.14
2024-02-15,Yoga Mat,Sports,West,39,122.07,4760.73
2024-02-16,Green Tea,Food & Beverage,Midwest,33,131.76,4348.08
2024-02-17,Throw Blanket,Home & Garden,West,34,69.82,2373.88
2024-02-17,Coffee Beans,Food & Beverage,Midwest,19,146.64,2786.16
2024-02-18,Yoga Mat,Sports,Southeast,25,66.11,1652.75
2024-02-19,Face Serum,Beauty,Midwest,19,146.05,2774.95
2024-02-20,Denim Jeans,Clothing,Southwest,9,126.72,1140.48
2024-02-20,Face Serum,Beauty,Southwest,19,131.55,2499.45
2024-02-21,Granola,Food & Beverage,Northeast,40,43.18,1727.2
2024-02-22,Bluetooth Speaker,Electronics,Southwest,25,124.56,3114.0
2024-02-22,LED Desk Lamp,Home & Garden,West,14,112.76,1578.64
2024-02-23,Wall Art,Home & Garden,Northeast,28,128.58,3600.24
2024-02-24,Protein Bars,Food & Beverage,Northeast,16,39.73,635.68
2024-02-25,Hair Oil,Beauty,Southeast,35,43.83,1534.05
2024-02-25,Smoothie Mix,Food & Beverage,Southwest,5,41.58,207.9
2024-02-26,Wall Art,Home & Garden,Northeast,33,111.95,3694.35
2024-02-27,Protein Bars,Food & Beverage,Southeast,4,130.94,523.76
2024-02-28,USB-C Hub,Electronics,West,23,67.41,1550.43
2024-02-28,Hair Oil,Beauty,Northeast,46,117.21,5391.66
2024-02-29,Plant Pot Set,Home & Garden,Southwest,29,29.73,862.17
2024-03-01,Wall Art,Home & Garden,West,29,97.74,2834.46
2024-03-02,Jump Rope,Sports,Midwest,22,119.08,2619.76
2024-03-02,Hair Oil,Beauty,Midwest,2,44.38,88.76
2024-03-03,Wireless Earbuds,Electronics,Northeast,8,96.95,775.6
2024-03-04,Running Shoes,Clothing,Midwest,12,92.59,1111.08
2024-03-04,Wall Art,Home & Garden,Southwest,42,145.87,6126.54
2024-03-05,Protein Bars,Food & Beverage,Midwest,35,33.43,1170.05
2024-03-06,Granola,Food & Beverage,Northeast,49,79.9,3915.1
2024-03-07,Face Serum,Beauty,West,8,10.32,82.56
2024-03-07,Smart Watch,Electronics,Northeast,39,121.37,4733.43
2024-03-08,Lip Balm,Beauty,Northeast,43,11.44,491.92
2024-03-09,USB-C Hub,Electronics,Southwest,49,94.47,4629.03
2024-03-10,Throw Blanket,Home & Garden,Southwest,39,88.34,3445.26
2024-03-10,Throw Blanket,Home & Garden,Southwest,11,24.07,264.77
2024-03-11,Bluetooth Speaker,Electronics,Southwest,19,64.6,1227.4
2024-03-12,Smoothie Mix,Food & Beverage,Northeast,12,102.82,1233.84
2024-03-12,Green Tea,Food & Beverage,Southwest,39,143.33,5589.87
2024-03-13,Tablet,Electronics,Southwest,46,12.41,570.86
2024-03-14,Bluetooth Speaker,Electronics,West,18,42.22,759.96
2024-03-15,Face Serum,Beauty,Midwest,36,58.51,2106.36
2024-03-15,Jump Rope,Sports,Southeast,49,15.3,749.7
2024-03-16,LED Desk Lamp,Home & Garden,Southwest,39,64.84,2528.76
2024-03-17,Smart Watch,Electronics,Southwest,2,133.77,267.54
2024-03-18,Winter Jacket,Clothing,West,9,93.82,844.38
2024-03-18,Wall Art,Home & Garden,Southeast,6,22.48,134.88
2024-03-19,Coffee Beans,Food & Beverage,Southeast,16,148.73,2379.68
2024-03-20,Wireless Earbuds,Electronics,Northeast,12,47.78,573.36
2024-03-21,Green Tea,Food & Beverage,Northeast,37,22.84,845.08
2024-03-21,Wireless Earbuds,Electronics,Midwest,38,127.61,4849.18
2024-03-22,Polo Shirt,Clothing,Northeast,35,16.25,568.75
2024-03-23,Green Tea,Food & Beverage,Southeast,30,69.73,2091.9
2024-03-23,Throw Blanket,Home & Garden,Northeast,28,88.99,2491.72
2024-03-24,Plant Pot Set,Home & Garden,Southeast,36,61.98,2231.28
2024-03-25,Dumbbells,Sports,Northeast,7,25.68,179.76
2024-03-26,Bluetooth Speaker,Electronics,West,19,8.69,165.11
2024-03-26,Polo Shirt,Clothing,Midwest,35,54.39,1903.65
2024-03-27,Sunscreen SPF50,Beauty,Southwest,49,19.68,964.32
2024-03-28,Polo Shirt,Clothing,West,12,86.15,1033.8
2024-03-29,USB-C Hub,Electronics,Midwest,5,38.13,190.65
2024-03-29,Throw Blanket,Home & Garden,Midwest,45,60.71,2731.95
2024-03-30,Sunscreen SPF50,Beauty,Southeast,27,28.2,761.4
2024-03-31,Sunscreen SPF50,Beauty,Southeast,15,75.74,1136.1
2024-03-31,Green Tea,Food & Beverage,Southwest,37,143.61,5313.57
2024-04-01,Wall Art,Home & Garden,Northeast,18,124.87,2247.66
2024-04-02,Smoothie Mix,Food & Beverage,Northeast,47,26.98,1268.06
2024-04-03,Granola,Food & Beverage,Northeast,5,27.35,136.75
2024-04-03,Green Tea,Food & Beverage,Midwest,45,115.48,5196.6
2024-04-04,Throw Blanket,Home & Garden,Southwest,42,124.89,5245.38
2024-04-05,Plant Pot Set,Home & Garden,West,49,78.58,3850.42
2024-04-06,Granola,Food & Beverage,Midwest,11,85.87,944.57
2024-04-06,Bluetooth Speaker,Electronics,Southwest,24,149.96,3599.04
2024-04-07,Denim Jeans,Clothing,Northeast,36,63.26,2277.36
2024-04-08,Wall Art,Home & Garden,Northeast,18,95.39,1717.02
2024-04-09,Denim Jeans,Clothing,West,37,110.97,4105.89
2024-04-09,Protein Bars,Food & Beverage,Midwest,37,83.74,3098.38
2024-04-10,Candle Set,Home & Garden,Southwest,34,109.71,3730.14
2024-04-11,Dumbbells,Sports,Southwest,11,84.65,931.15
2024-04-11,Bluetooth Speaker,Electronics,West,41,132.18,5419.38
2024-04-12,Face Serum,Beauty,West,19,79.37,1508.03
2024-04-13,Jump Rope,Sports,Southeast,32,76.33,2442.56
2024-04-14,Water Bottle,Sports,Midwest,33,86.59,2857.47
2024-04-14,LED Desk Lamp,Home & Garden,Midwest,17,130.51,2218.67
2024-04-15,Polo Shirt,Clothing,West,47,115.86,5445.42
2024-04-16,Coffee Beans,Food & Beverage,West,48,149.44,7173.12
2024-04-17,Protein Bars,Food & Beverage,Midwest,17,127.81,2172.77
2024-04-17,Sunscreen SPF50,Beauty,Southwest,5,79.01,395.05
2024-04-18,Sneakers,Clothing,Southeast,22,109.79,2415.38
2024-04-19,Sneakers,Clothing,Northeast,16,123.87,1981.92
2024-04-19,LED Desk Lamp,Home & Garden,Midwest,30,6.29,188.7
2024-04-20,Winter Jacket,Clothing,Midwest,49,18.02,882.98
2024-04-21,Bluetooth Speaker,Electronics,Southwest,25,96.77,2419.25
2024-04-22,Smoothie Mix,Food & Beverage,West,9,116.09,1044.81
2024-04-22,Plant Pot Set,Home & Garden,Southeast,40,62.87,2514.8
2024-04-23,Hair Oil,Beauty,Midwest,30,8.55,256.5
2024-04-24,Throw Blanket,Home & Garden,Southwest,14,122.19,1710.66
2024-04-25,Sneakers,Clothing,Southeast,19,80.77,1534.63
2024-04-25,Smart Watch,Electronics,West,42,40.12,1685.04
2024-04-26,Winter Jacket,Clothing,West,26,63.42,1648.92
2024-04-27,Denim Jeans,Clothing,Midwest,8,47.41,379.28
2024-04-28,Sheet Masks,Beauty,Northeast,39,74.08,2889.12
2024-04-28,Wireless Earbuds,Electronics,Southwest,30,146.95,4408.5
2024-04-29,Candle Set,Home & Garden,Northeast,19,98.93,1879.67
2024-04-30,Lip Balm,Beauty,West,10,124.11,1241.1
2024-04-30,Resistance Bands,Sports,West,14,72.16,1010.24
2024-05-01,Granola,Food & Beverage,Southeast,13,137.93,1793.09
2024-05-02,Resistance Bands,Sports,Midwest,18,124.45,2240.1
2024-05-03,Bluetooth Speaker,Electronics,Northeast,49,51.05,2501.45
2024-05-03,Sneakers,Clothing,Northeast,26,108.68,2825.68
2024-05-04,Running Shoes,Clothing,Northeast,6,40.79,244.74
2024-05-05,Granola,Food & Beverage,Midwest,11,124.87,1373.57
2024-05-06,LED Desk Lamp,Home & Garden,West,27,130.65,3527.55
2024-05-06,Resistance Bands,Sports,Midwest,15,141.73,2125.95
2024-05-07,Bluetooth Speaker,Electronics,Southeast,37,21.82,807.34
2024-05-08,Protein Bars,Food & Beverage,Southeast,27,127.42,3440.34
2024-05-08,Smoothie Mix,Food & Beverage,Northeast,43,101.63,4370.09
2024-05-09,Water Bottle,Sports,Northeast,17,103.04,1751.68
2024-05-10,Face Serum,Beauty,Midwest,21,73.93,1552.53
2024-05-11,Dumbbells,Sports,West,42,20.2,848.4
2024-05-11,Tablet,Electronics,Midwest,47,21.09,991.23
2024-05-12,Yoga Mat,Sports,Southeast,7,116.3,814.1
2024-05-13,Smoothie Mix,Food & Beverage,Northeast,36,128.3,4618.8
2024-05-14,Tablet,Electronics,Southwest,22,36.28,798.16
2024-05-14,Smoothie Mix,Food & Beverage,West,34,62.24,2116.16
2024-05-15,Denim Jeans,Clothing,West,28,146.32,4096.96
2024-05-16,Granola,Food & Beverage,Northeast,40,72.88,2915.2
2024-05-17,Dumbbells,Sports,Northeast,43,58.33,2508.19
2024-05-17,Smart Watch,Electronics,Southeast,44,19.48,857.12
2024-05-18,Sheet Masks,Beauty,Southeast,37,137.1,5072.7
2024-05-19,Face Serum,Beauty,Midwest,36,142.58,5132.88
2024-05-19,Tablet,Electronics,West,47,52.89,2485.83
2024-05-20,Hair Oil,Beauty,Northeast,24,110.1,2642.4
2024-05-21,Resistance Bands,Sports,West,26,103.24,2684.24
2024-05-22,Yoga Mat,Sports,West,40,24.07,962.8
2024-05-22,Candle Set,Home & Garden,Northeast,42,116.67,4900.14
2024-05-23,Sneakers,Clothing,Southwest,6,68.15,408.9
2024-05-24,Wireless Earbuds,Electronics,West,7,55.47,388.29
2024-05-25,Candle Set,Home & Garden,West,36,84.52,3042.72
2024-05-25,LED Desk Lamp,Home & Garden,Northeast,32,135.29,4329.28
2024-05-26,USB-C Hub,Electronics,Midwest,22,27.09,595.98
2024-05-27,Protein Bars,Food & Beverage,West,29,40.76,1182.04
2024-05-27,Granola,Food & Beverage,West,23,102.39,2354.97
2024-05-28,Running Shoes,Clothing,West,5,81.96,409.8
2024-05-29,Denim Jeans,Clothing,Northeast,15,86.39,1295.85
2024-05-30,Tablet,Electronics,Southeast,26,33.4,868.4
2024-05-30,Smart Watch,Electronics,Southwest,25,118.29,2957.25
2024-05-31,Throw Blanket,Home & Garden,West,13,122.61,1593.93
2024-06-01,Water Bottle,Sports,West,43,122.43,5264.49
2024-06-02,Hair Oil,Beauty,Southeast,47,13.79,648.13
2024-06-02,Running Shoes,Clothing,Northeast,5,77.11,385.55
2024-06-03,LED Desk Lamp,Home & Garden,Southwest,38,81.8,3108.4
2024-06-04,Sneakers,Clothing,Southeast,46,16.05,738.3
2024-06-05,Lip Balm,Beauty,Midwest,46,67.76,3116.96
2024-06-05,Sheet Masks,Beauty,Midwest,8,35.33,282.64
2024-06-06,Yoga Mat,Sports,Southwest,17,147.27,2503.59
2024-06-07,Denim Jeans,Clothing,Northeast,31,40.09,1242.79
2024-06-07,Water Bottle,Sports,Midwest,48,63.97,3070.56
2024-06-08,Running Shoes,Clothing,Northeast,12,42.63,511.56
2024-06-09,Denim Jeans,Clothing,Southeast,23,15.6,358.8
2024-06-10,Polo Shirt,Clothing,Midwest,44,119.93,5276.92
2024-06-10,Green Tea,Food & Beverage,Southwest,17,144.22,2451.74
2024-06-11,Winter Jacket,Clothing,West,8,28.44,227.52
2024-06-12,Face Serum,Beauty,Midwest,43,101.66,4371.38
2024-06-13,Resistance Bands,Sports,West,22,129.01,2838.22
2024-06-13,USB-C Hub,Electronics,West,10,118.74,1187.4
2024-06-14,Resistance Bands,Sports,Southeast,43,11.68,502.24
2024-06-15,Resistance Bands,Sports,Southwest,8,122.2,977.6
2024-06-15,LED Desk Lamp,Home & Garden,Southwest,29,74.73,2167.17
2024-06-16,Green Tea,Food & Beverage,Midwest,36,46.89,1688.04
2024-06-17,Denim Jeans,Clothing,Southwest,1,11.51,11.51
2024-06-18,Tablet,Electronics,Midwest,20,18.15,363.0
2024-06-18,LED Desk Lamp,Home & Garden,Northeast,39,88.68,3458.52
2024-06-19,Sneakers,Clothing,Midwest,29,86.79,2516.91
2024-06-20,Polo Shirt,Clothing,Southeast,1,39.86,39.86
2024-06-21,Sneakers,Clothing,Southeast,20,19.76,395.2
2024-06-21,Throw Blanket,Home & Garden,Southeast,41,10.64,436.24
2024-06-22,Wireless Earbuds,Electronics,Southwest,22,130.68,2874.96
2024-06-23,USB-C Hub,Electronics,Midwest,4,89.34,357.36
2024-06-24,Candle Set,Home & Garden,Midwest,35,52.32,1831.2
2024-06-24,Candle Set,Home & Garden,Southeast,7,134.64,942.48
2024-06-25,Smoothie Mix,Food & Beverage,Southeast,14,118.15,1654.1
2024-06-26,Resistance Bands,Sports,Northeast,45,90.71,4081.95
2024-06-26,Wall Art,Home & Garden,West,46,15.32,704.72
2024-06-27,Denim Jeans,Clothing,Midwest,37,71.7,2652.9
2024-06-28,Granola,Food & Beverage,Southeast,34,117.22,3985.48
2024-06-29,Water Bottle,Sports,Southwest,34,132.0,4488.0
2024-06-29,Dumbbells,Sports,Southwest,5,61.81,309.05
2024-06-30,Face Serum,Beauty,Southeast,6,12.92,77.52
2024-07-01,Sheet Masks,Beauty,Midwest,20,38.41,768.2
2024-07-02,Hair Oil,Beauty,Midwest,28,49.96,1398.88
2024-07-02,Yoga Mat,Sports,Southeast,5,115.06,575.3
2024-07-03,Sneakers,Clothing,Midwest,25,41.66,1041.5
2024-07-04,Face Serum,Beauty,West,48,135.78,6517.44
2024-07-04,Sheet Masks,Beauty,Midwest,21,26.69,560.49
2024-07-05,Winter Jacket,Clothing,Northeast,32,29.26,936.32
2024-07-06,Tablet,Electronics,Northeast,32,11.15,356.8
2024-07-07,Bluetooth Speaker,Electronics,Northeast,48,48.0,2304.0
2024-07-07,Candle Set,Home & Garden,Northeast,37,19.86,734.82
2024-07-08,Tablet,Electronics,Southeast,36,146.0,5256.0
2024-07-09,LED Desk Lamp,Home & Garden,Southwest,47,105.72,4968.84
2024-07-10,Face Serum,Beauty,Northeast,17,9.47,160.99
2024-07-10,Protein Bars,Food & Beverage,West,13,35.94,467.22
2024-07-11,Dumbbells,Sports,Northeast,3,22.24,66.72
2024-07-12,Dumbbells,Sports,Southeast,1,50.24,50.24
2024-07-13,Jump Rope,Sports,Midwest,18,7.33,131.94
2024-07-13,Water Bottle,Sports,Northeast,40,120.64,4825.6
2024-07-14,Lip Balm,Beauty,Southwest,4,86.05,344.2
2024-07-15,LED Desk Lamp,Home & Garden,Midwest,33,145.22,4792.26
2024-07-15,Protein Bars,Food & Beverage,Southwest,5,109.18,545.9
2024-07-16,Sunscreen SPF50,Beauty,Midwest,19,62.5,1187.5
2024-07-17,Plant Pot Set,Home & Garden,West,25,27.8,695.0
2024-07-18,Resistance Bands,Sports,Southwest,22,102.54,2255.88
2024-07-18,Sunscreen SPF50,Beauty,Midwest,16,147.38,2358.08
2024-07-19,Polo Shirt,Clothing,Northeast,16,28.61,457.76
2024-07-20,Bluetooth Speaker,Electronics,West,11,32.76,360.36
2024-07-21,Wireless Earbuds,Electronics,Southwest,5,111.24,556.2
2024-07-21,Sunscreen SPF50,Beauty,Northeast,33,46.43,1532.19
2024-07-22,Candle Set,Home & Garden,West,2,34.78,69.56
2024-07-23,USB-C Hub,Electronics,Midwest,20,102.36,2047.2
2024-07-23,Sheet Masks,Beauty,Southeast,20,45.29,905.8
2024-07-24,Running Shoes,Clothing,Southwest,8,14.79,118.32
2024-07-25,Running Shoes,Clothing,Southwest,2,145.75,291.5
2024-07-26,Yoga Mat,Sports,West,5,32.52,162.6
2024-07-26,Wireless Earbuds,Electronics,Midwest,27,80.36,2169.72
2024-07-27,Plant Pot Set,Home & Garden,Southeast,34,75.04,2551.36
2024-07-28,Resistance Bands,Sports,Midwest,38,145.44,5526.72
2024-07-29,Candle Set,Home & Garden,Midwest,47,142.96,6719.12
